nombre,codigo,precio,costo,stock,stock_minimo,categoria_id,proveedor
RECOLECTOR DE ORINA Lab. ALLPRO MEDICAL,748,50.00,35.00,74800,10,ANTIHISTAMINICO,ABC Proveedores
RELAXIDIN250 mg TB. (DICLOFENAC + CARISOPRODOL) Lab. Ramos,749,50.00,35.00,74900,10,ANTIHISTAMINICO,ABC Proveedores
RELOXYL COMPUESTO 20 ml PARA NEBULIZAR Lab. CEGUEL,750,50.00,35.00,75000,10,ANTIHISTAMINICO,ABC Proveedores
RELOXYN SIMPLE 20ml Lab. CEGUEL,751,50.00,35.00,75100,10,ANTIHISTAMINICO,ABC Proveedores
RH2  RANITIDINA 150mg/10ml JRB Lab. INFASA,752,50.00,35.00,75200,10,ANTIHISTAMINICO,ABC Proveedores
RIKO FALL FUERTE 60g,753,50.00,35.00,75300,10,ANTIHISTAMINICO,ABC Proveedores
RINOKEM PLUS  CP. ANTIGRIPAL Lab. MEDIKEN,754,50.00,35.00,75400,10,ANTIHISTAMINICO,ABC Proveedores
RINOTAPP BROMFENIRAMINA-FENILEFRINA,755,50.00,35.00,75500,10,ANTIHISTAMINICO,ABC Proveedores
RIÃ‘ONAT,756,50.00,35.00,75600,10,ANTIHISTAMINICO,ABC Proveedores
ROCEFORT 1g I.M VIJOSA,757,50.00,35.00,75700,10,ANTIHISTAMINICO,ABC Proveedores
ROCEFORT 1g IV Lab. VIJOSA,758,50.00,35.00,75800,10,ANTIHISTAMINICO,ABC Proveedores
ROSUVASTATINA 20mg TB. Lab CAPLIN,759,50.00,35.00,75900,10,ANTIHISTAMINICO,ABC Proveedores
ROWACHOL CP. Lab. Rowa,760,50.00,35.00,76000,10,ANTIHISTAMINICO,ABC Proveedores
ROWATINEX CP.  Lab. Rowa,761,50.00,35.00,76100,10,ANTIHISTAMINICO,ABC Proveedores
Rrh2 ranitidina 40mg /ml GOTAS PEDIATRICAS Lab. INFASA,762,50.00,35.00,76200,10,ANTIHISTAMINICO,ABC Proveedores
RUPATADINE 120 ml JRB Lab. CALOX,763,50.00,35.00,76300,10,ANTIHISTAMINICO,ABC Proveedores
SABA CLASICA CON ALA,764,50.00,35.00,76400,10,ANTIHISTAMINICO,ABC Proveedores
SABA CLASICA SIN ALA,765,50.00,35.00,76500,10,ANTIHISTAMINICO,ABC Proveedores
SABA MANZANILLA CON ALA,766,50.00,35.00,76600,10,ANTIHISTAMINICO,ABC Proveedores
SABA MANZANILLA SIN ALA,767,50.00,35.00,76700,10,ANTIHISTAMINICO,ABC Proveedores
SABA PROTEXTURES,768,50.00,35.00,76800,10,ANTIHISTAMINICO,ABC Proveedores
SALBUTAMOL INHALADOR Lab. Unimark,769,50.00,35.00,76900,10,ANTIHISTAMINICO,ABC Proveedores
SALEXON,770,50.00,35.00,77000,10,ANTIHISTAMINICO,ABC Proveedores
SANA SANA POMADA,771,50.00,35.00,77100,10,ANTIHISTAMINICO,ABC Proveedores
SCABISAN (PERMITRINA, CREMA 5%),772,50.00,35.00,77200,10,ANTIHISTAMINICO,ABC Proveedores
SCALP VEIN SET NIPRO 23 G,773,50.00,35.00,77300,10,ANTIHISTAMINICO,ABC Proveedores
SECNIDAZOL 125mg/5ml Lab. CAPLIN,774,50.00,35.00,77400,10,ANTIHISTAMINICO,ABC Proveedores
SECNIDAZOL 500mg TB. Lab. GENERIFAR,775,50.00,35.00,77500,10,ANTIHISTAMINICO,ABC Proveedores
SELLO DE PARINA,776,50.00,35.00,77600,10,ANTIHISTAMINICO,ABC Proveedores
SERAFON CP Lab. FARCOSA,777,50.00,35.00,77700,10,ANTIHISTAMINICO,ABC Proveedores
SERAFON JRB Lab. CEGUEL,778,50.00,35.00,77800,10,ANTIHISTAMINICO,ABC Proveedores
SERTAL COMPUESTA Lab.Megalabs,779,50.00,35.00,77900,10,ANTIHISTAMINICO,ABC Proveedores
SERTAL GOTA (PROPINOX CLORHIDRATO 1%) 20 ml Lab. Megalabs,780,50.00,35.00,78000,10,ANTIHISTAMINICO,ABC Proveedores
SIL NORBORAL TB,781,50.00,35.00,78100,10,ANTIHISTAMINICO,ABC Proveedores
SILCON 60ML QP,782,50.00,35.00,78200,10,ANTIHISTAMINICO,ABC Proveedores
SILDENAFIL 100mg TB. Lab. CALOX,783,50.00,35.00,78300,10,ANTIHISTAMINICO,ABC Proveedores
SILDENAFIL 100mg TB. Lab. THEON,784,50.00,35.00,78400,10,ANTIHISTAMINICO,ABC Proveedores
SILDENAFIL 50mg TB. Lab. CALOX,785,50.00,35.00,78500,10,ANTIHISTAMINICO,ABC Proveedores
SIL-NORBARAL TB. 5mg/1000mg Lab.DISEGSA,786,50.00,35.00,78600,10,ANTIHISTAMINICO,ABC Proveedores
silnorboral 5mg/1000mg,787,50.00,35.00,78700,10,ANTIHISTAMINICO,ABC Proveedores
SILVEX 1% CREMA Lab. LOS PAISAS,788,50.00,35.00,78800,10,ANTIHISTAMINICO,ABC Proveedores
SIMBASTATINA 10mg TB Lab.UNIMARK,789,50.00,35.00,78900,10,ANTIHISTAMINICO,ABC Proveedores
SIMBASTATINA 10mg TB. Lab.Generifar,790,50.00,35.00,79000,10,ANTIHISTAMINICO,ABC Proveedores
SIMBASTATINA 20mg TB Lab. UNIMARK,791,50.00,35.00,79100,10,ANTIHISTAMINICO,ABC Proveedores
SIMBASTATINA 40mg Tab. Generifar,792,50.00,35.00,79200,10,ANTIHISTAMINICO,ABC Proveedores
SIMETICONA GOTA 100ML  SELECTPHARMA,793,50.00,35.00,79300,10,ANTIHISTAMINICO,ABC Proveedores
SIMITICONA GOTA,794,50.00,35.00,79400,10,ANTIHISTAMINICO,ABC Proveedores
SIN FLU JRB,795,50.00,35.00,79500,10,ANTIHISTAMINICO,ABC Proveedores
SINHISTAN SOLUCION ORAL Lab. LANCASCO,796,50.00,35.00,79600,10,ANTIHISTAMINICO,ABC Proveedores
SOLUCION HT PISA HARTMANN 1000ML,797,50.00,35.00,79700,10,ANTIHISTAMINICO,ABC Proveedores
SOLUCION SALINO 100ml,798,50.00,35.00,79800,10,ANTIHISTAMINICO,ABC Proveedores
SOLUCION SALINO 500ml,799,50.00,35.00,79900,10,ANTIHISTAMINICO,ABC Proveedores
solu-medrol 40mg pfizer,800,50.00,35.00,80000,10,ANTIHISTAMINICO,ABC Proveedores
SPASMO-UROLONG TAB. 125mg,801,50.00,35.00,80100,10,ANTIHISTAMINICO,ABC Proveedores
SUCRAMAL(SUCRALFATO 1g  SOBRE ),802,50.00,35.00,80200,10,ANTIHISTAMINICO,ABC Proveedores
SUCRASSYL (SOBRE, SUCRALFATO 1g),803,50.00,35.00,80300,10,ANTIHISTAMINICO,ABC Proveedores
SUCRASSYL JRB  Lab. PAILL,804,50.00,35.00,80400,10,ANTIHISTAMINICO,ABC Proveedores
SUCROL-VIGOR TB. Lab. Farmamedica S.A.,805,50.00,35.00,80500,10,ANTIHISTAMINICO,ABC Proveedores
SUDAGRIP ANTIGRIPAL CP.,806,50.00,35.00,80600,10,ANTIHISTAMINICO,ABC Proveedores
SUDAGRIP BALSAMICO I.M,807,50.00,35.00,80700,10,ANTIHISTAMINICO,ABC Proveedores
SUERO ALCALMO PIÃ‘A,808,50.00,35.00,80800,10,ANTIHISTAMINICO,ABC Proveedores
SUERO ALCANO VITAMINADO SB,809,50.00,35.00,80900,10,ANTIHISTAMINICO,ABC Proveedores
SUERO ANCALMO FRESA SOBRE,810,50.00,35.00,81000,10,ANTIHISTAMINICO,ABC Proveedores
SUERO ANCALMO NARANJA,811,50.00,35.00,81100,10,ANTIHISTAMINICO,ABC Proveedores
SUERO ANCALMO VITAMINADO,812,50.00,35.00,81200,10,ANTIHISTAMINICO,ABC Proveedores
SUERO ELECTROLITOS APO  NARANJA,813,50.00,35.00,81300,10,ANTIHISTAMINICO,ABC Proveedores
SUKROL BEBIBLE,814,50.00,35.00,81400,10,ANTIHISTAMINICO,ABC Proveedores
SUKROL BEBIBLEM Lab.FARMAMEDICA,815,50.00,35.00,81500,10,ANTIHISTAMINICO,ABC Proveedores
SULFAPRIM FORTE TB. Lab. CEGUEL,816,50.00,35.00,81600,10,ANTIHISTAMINICO,ABC Proveedores
SULFAPRIM JRB Lab. CEGUEL,817,50.00,35.00,81700,10,ANTIHISTAMINICO,ABC Proveedores
sulfateazol tab,818,50.00,35.00,81800,10,ANTIHISTAMINICO,ABC Proveedores
SULFATO FERROSO + ACIDO FOLICO 200mg (Hierro elemental 60mg) + 0.4mg Lab. RAMOS,819,50.00,35.00,81900,10,ANTIHISTAMINICO,ABC Proveedores
SULFATO FERROSO GOTA 15ml/0.6ml Lab. Ramos,820,50.00,35.00,82000,10,ANTIHISTAMINICO,ABC Proveedores
SUPER LIMPIA COLON NATURAL 220g,821,50.00,35.00,82100,10,ANTIHISTAMINICO,ABC Proveedores
SUPER TUMBA GRASA,822,50.00,35.00,82200,10,ANTIHISTAMINICO,ABC Proveedores
SUPERTIAMINA 300 mg Lab. Ramos,823,50.00,35.00,82300,10,ANTIHISTAMINICO,ABC Proveedores
suplemento de calcio calplex,824,50.00,35.00,82400,10,ANTIHISTAMINICO,ABC Proveedores
suplemento de calcio y vitamina D calplex infasa,825,50.00,35.00,82500,10,ANTIHISTAMINICO,ABC Proveedores
t . p. h pomada 25g,826,50.00,35.00,82600,10,ANTIHISTAMINICO,ABC Proveedores
T P H CREMA 25G,827,50.00,35.00,82700,10,ANTIHISTAMINICO,ABC Proveedores
T P H LOCION 60ML,828,50.00,35.00,82800,10,ANTIHISTAMINICO,ABC Proveedores
T.P.H POMADA 25g,829,50.00,35.00,82900,10,ANTIHISTAMINICO,ABC Proveedores
tabcin  extrafuerte dia cap,830,50.00,35.00,83000,10,ANTIHISTAMINICO,ABC Proveedores
TABCIN ANTIGRIPAL EFERVECENTE Lab. BAYER,831,50.00,35.00,83100,10,ANTIHISTAMINICO,ABC Proveedores
TABCIN DIA ANTIGRIPAL Lab. BAYER,832,50.00,35.00,83200,10,ANTIHISTAMINICO,ABC Proveedores
tabcin extrafuerte noche cap,833,50.00,35.00,83300,10,ANTIHISTAMINICO,ABC Proveedores
tabcin extrafuete dia,834,50.00,35.00,83400,10,ANTIHISTAMINICO,ABC Proveedores
TABCIN GRIPE Y TOS Lab. BAYER,835,50.00,35.00,83500,10,ANTIHISTAMINICO,ABC Proveedores
TABCIN NIÃ‘O Lab. BAYER,836,50.00,35.00,83600,10,ANTIHISTAMINICO,ABC Proveedores
TABCIN NOCHE ANTIGRIPAL Lab. BAYER,837,50.00,35.00,83700,10,ANTIHISTAMINICO,ABC Proveedores
TADALAFIL 20MG CALOX,838,50.00,35.00,83800,10,ANTIHISTAMINICO,ABC Proveedores
TALERDIN 10 mg Lab.GUTIS,839,50.00,35.00,83900,10,ANTIHISTAMINICO,ABC Proveedores
TALERDIN JRB 60ml Lab.GUTIS,840,50.00,35.00,84000,10,ANTIHISTAMINICO,ABC Proveedores
TALLERDIN GOTA 10ml Lab.GUTIS,841,50.00,35.00,84100,10,ANTIHISTAMINICO,ABC Proveedores
TAP-ON CONTRA LA DIARREA,842,50.00,35.00,84200,10,ANTIHISTAMINICO,ABC Proveedores
TE DE CANELA,843,50.00,35.00,84300,10,ANTIHISTAMINICO,ABC Proveedores
TE DE JENGIBRE LIMON,844,50.00,35.00,84400,10,ANTIHISTAMINICO,ABC Proveedores
TE DE LIMON MCCORMICK,845,50.00,35.00,84500,10,ANTIHISTAMINICO,ABC Proveedores
TE DE MANZANILLA,846,50.00,35.00,84600,10,ANTIHISTAMINICO,ABC Proveedores
TE DE TRANQUITE,847,50.00,35.00,84700,10,ANTIHISTAMINICO,ABC Proveedores
TE GENGIBLE,848,50.00,35.00,84800,10,ANTIHISTAMINICO,ABC Proveedores
TE JENGIBLE,849,50.00,35.00,84900,10,ANTIHISTAMINICO,ABC Proveedores
TE MANZANILLA,850,50.00,35.00,85000,10,ANTIHISTAMINICO,ABC Proveedores
TE NEGRO,851,50.00,35.00,85100,10,ANTIHISTAMINICO,ABC Proveedores
TE NEGRO  MCCORMICK,852,50.00,35.00,85200,10,ANTIHISTAMINICO,ABC Proveedores
TE VERDE,853,50.00,35.00,85300,10,ANTIHISTAMINICO,ABC Proveedores
TE VERDE SOBRE,854,50.00,35.00,85400,10,ANTIHISTAMINICO,ABC Proveedores
TETRACICLINA 1% CLORHIDRATO UMGUENTO,855,50.00,35.00,85500,10,ANTIHISTAMINICO,ABC Proveedores
TETRACLICINA CP 500mg Lab. CAPLIN POINT,856,50.00,35.00,85600,10,ANTIHISTAMINICO,ABC Proveedores
TEVERIN GOTA,857,50.00,35.00,85700,10,ANTIHISTAMINICO,ABC Proveedores
TEZONA INDIA TE,858,50.00,35.00,85800,10,ANTIHISTAMINICO,ABC Proveedores
TINIDAZOL 500ng Lab. BENGOECHEA . S.A,859,50.00,35.00,85900,10,ANTIHISTAMINICO,ABC Proveedores
TINIDAZOL FORTE 1g Lab. SOLKA, S.A.,860,50.00,35.00,86000,10,ANTIHISTAMINICO,ABC Proveedores
TOMA DE PRECION,861,50.00,35.00,86100,10,ANTIHISTAMINICO,ABC Proveedores
TPH SOLUCION,862,50.00,35.00,86200,10,ANTIHISTAMINICO,ABC Proveedores
TRAMADOL ANALGESICO 50mg Lab.ECOMED,863,50.00,35.00,86300,10,ANTIHISTAMINICO,ABC Proveedores
TRAMADOL CP 50mg Lab.THEON,864,50.00,35.00,86400,10,ANTIHISTAMINICO,ABC Proveedores
TRAMADOL TB 50mg Lab. PHARBUS,865,50.00,35.00,86500,10,ANTIHISTAMINICO,ABC Proveedores
TRANSPORE 3m (1mx10yds),866,50.00,35.00,86600,10,ANTIHISTAMINICO,ABC Proveedores
TRESBIOT (TRIPLE ANTIBIOTICO CREMA) Lab. CAPIN,867,50.00,35.00,86700,10,ANTIHISTAMINICO,ABC Proveedores
TRICALFOS B12 JBE 240 ML,868,50.00,35.00,86800,10,ANTIHISTAMINICO,ABC Proveedores
TRIPLE ANTIBIOTICO  UNGUENTO Lab. CEGUEL 20g,869,50.00,35.00,86900,10,ANTIHISTAMINICO,ABC Proveedores
TRIPLE ANTIBIOTICO CREMA IFC,870,50.00,35.00,87000,10,ANTIHISTAMINICO,ABC Proveedores
TRIYOSAN 10% YODO POVIDONA 120ml,871,50.00,35.00,87100,10,ANTIHISTAMINICO,ABC Proveedores
TUSILEXIL JRB 120ml Lab. Rowe,872,50.00,35.00,87200,10,ANTIHISTAMINICO,ABC Proveedores
ULTRA DOCEPLEX I.M,873,50.00,35.00,87300,10,ANTIHISTAMINICO,ABC Proveedores
ULTRA DOCEPLEX MEGA MAN+,874,50.00,35.00,87400,10,ANTIHISTAMINICO,ABC Proveedores
ULTRA DOCEPLEX NF DRINKABLE ENERGY BIISTER Y ANTI-STRESS,875,50.00,35.00,87500,10,ANTIHISTAMINICO,ABC Proveedores
UNIACT6 1ml I.M Lab. CAPLIN,876,50.00,35.00,87600,10,ANTIHISTAMINICO,ABC Proveedores
UNICIL  4 000 000 Lab. UNIPHARMA im,877,50.00,35.00,87700,10,ANTIHISTAMINICO,ABC Proveedores
unicil 6-3-3,878,50.00,35.00,87800,10,ANTIHISTAMINICO,ABC Proveedores
UNISIL 6-3-3 Lab. UNIPHARMA,879,50.00,35.00,87900,10,ANTIHISTAMINICO,ABC Proveedores
UNISIL I.M  Lab. UNIPHARMA,880,50.00,35.00,88000,10,ANTIHISTAMINICO,ABC Proveedores
URGINAL OXIBUTININA CLORHIDRATO 5mg TB,881,50.00,35.00,88100,10,ANTIHISTAMINICO,ABC Proveedores
UROBERRY FEM TB. Lab. LAFAGE,882,50.00,35.00,88200,10,ANTIHISTAMINICO,ABC Proveedores
UVAMIN RETAR CAP,883,50.00,35.00,88300,10,ANTIHISTAMINICO,ABC Proveedores
VALERIANA,884,50.00,35.00,88400,10,ANTIHISTAMINICO,ABC Proveedores
VALERPAN I.M,885,50.00,35.00,88500,10,ANTIHISTAMINICO,ABC Proveedores
VANTAL BUCOFAR NGE ESPRAY Lab. GROOSMAN,886,50.00,35.00,88600,10,ANTIHISTAMINICO,ABC Proveedores
VAPORUB 12g,887,50.00,35.00,88700,10,ANTIHISTAMINICO,ABC Proveedores
VAPORUB 50g,888,50.00,35.00,88800,10,ANTIHISTAMINICO,ABC Proveedores
VAPORUB INHALADOR,889,50.00,35.00,88900,10,ANTIHISTAMINICO,ABC Proveedores
VASELINA SIMPLE,890,50.00,35.00,89000,10,ANTIHISTAMINICO,ABC Proveedores
VASELINA SIMPLE AL 100,891,50.00,35.00,89100,10,ANTIHISTAMINICO,ABC Proveedores
VASELINA SIMPLE AL 100% DISCARSA  30G,892,50.00,35.00,89200,10,ANTIHISTAMINICO,ABC Proveedores
VASELINA SIMPLE BABY,893,50.00,35.00,89300,10,ANTIHISTAMINICO,ABC Proveedores
VASELINA Z-DERM 60g,894,50.00,35.00,89400,10,ANTIHISTAMINICO,ABC Proveedores
VASTAREL MR 35mg Lab. SERVIER,895,50.00,35.00,89500,10,ANTIHISTAMINICO,ABC Proveedores
VENDA DE GASA (4x9yds) INSU+MED,896,50.00,35.00,89600,10,ANTIHISTAMINICO,ABC Proveedores
VENDA DE GASA (4x9yds) LPSA,897,50.00,35.00,89700,10,ANTIHISTAMINICO,ABC Proveedores
VENDA DE GASA (6x9yds) INSU+MED,898,50.00,35.00,89800,10,ANTIHISTAMINICO,ABC Proveedores
VENDA DE GASA (6x9yds) LPSA,899,50.00,35.00,89900,10,ANTIHISTAMINICO,ABC Proveedores
VENDA DE GASA SOBRE,900,50.00,35.00,90000,10,ANTIHISTAMINICO,ABC Proveedores
"VENDA ELASTICA 2""x5yards La. ALLPRO MEDICAL,901,50.00,35.00,90100,10,ANTIHISTAMINICO,ABC Proveedores"
VENDA ELASTICA 4*5 YDS,902,50.00,35.00,90200,10,ANTIHISTAMINICO,ABC Proveedores
VENDA ELASTICA 6*5 YDS,903,50.00,35.00,90300,10,ANTIHISTAMINICO,ABC Proveedores
VENDA ELASTICA PARA CODO (M),904,50.00,35.00,90400,10,ANTIHISTAMINICO,ABC Proveedores
VENDA ELASTICA PARA TALON NEGRO,905,50.00,35.00,90500,10,ANTIHISTAMINICO,ABC Proveedores
VENDA GASA 4x10yds ALLPRO,906,50.00,35.00,90600,10,ANTIHISTAMINICO,ABC Proveedores
VENOSMIL CP,907,50.00,35.00,90700,10,ANTIHISTAMINICO,ABC Proveedores
VERAPAMIL 80mg Lab. Generifar,908,50.00,35.00,90800,10,ANTIHISTAMINICO,ABC Proveedores
VERTISAL (METRONIDASOL) 250mg Lab.Silanes,909,50.00,35.00,90900,10,ANTIHISTAMINICO,ABC Proveedores
VESINE GOTA 15ml,910,50.00,35.00,91000,10,ANTIHISTAMINICO,ABC Proveedores
VEXIN PLUS,911,50.00,35.00,91100,10,ANTIHISTAMINICO,ABC Proveedores
VINO VITAMINADO TRES TOROS Lab.DIGUESA,912,50.00,35.00,91200,10,ANTIHISTAMINICO,ABC Proveedores
VIRO-GRIP A.M. 2GELCAPS Lab. VIJOSA,913,50.00,35.00,91300,10,ANTIHISTAMINICO,ABC Proveedores
VIRO-GRIP GRIPE Y TOS 120ml  SABOR UVA Lab.VIJOSA,914,50.00,35.00,91400,10,ANTIHISTAMINICO,ABC Proveedores
VIRO-GRIP I.M Lab. VIJOSA,915,50.00,35.00,91500,10,ANTIHISTAMINICO,ABC Proveedores
VIRO-GRIP LIMON A.M Lb. VIJOSA te,916,50.00,35.00,91600,10,ANTIHISTAMINICO,ABC Proveedores
VIRO-GRIP P.M 2GELCAPS Lab. VIJOSA,917,50.00,35.00,91700,10,ANTIHISTAMINICO,ABC Proveedores
vit adk 15 E ADULTO,918,50.00,35.00,91800,10,ANTIHISTAMINICO,ABC Proveedores
VIT ADK 15-E VITAMINAS A. D Y E Lab. RAMOS SOLUCION ORAL,919,50.00,35.00,91900,10,ANTIHISTAMINICO,ABC Proveedores
VIT ADK 5-E VITAMINAS A, D Y E Lab. RAMOS,920,50.00,35.00,92000,10,ANTIHISTAMINICO,ABC Proveedores
VITA FORTE CP B1 100mg, B6 100mg, B12 0.2mg Lab. RAMOS,921,50.00,35.00,92100,10,ANTIHISTAMINICO,ABC Proveedores
VITA ROJA  (COMPLEJO B + VITAMINA A Y D3) 240 ml Lab. CEGUEL,922,50.00,35.00,92200,10,ANTIHISTAMINICO,ABC Proveedores
VITAFLENACO CP,923,50.00,35.00,92300,10,ANTIHISTAMINICO,ABC Proveedores
VITAL FUERTE  CP,924,50.00,35.00,92400,10,ANTIHISTAMINICO,ABC Proveedores
VITAL FUERTE BEBIBLE EN AMPOLLA,925,50.00,35.00,92500,10,ANTIHISTAMINICO,ABC Proveedores
VITAL FUERTE H3 ANTIOXIDANTE,926,50.00,35.00,92600,10,ANTIHISTAMINICO,ABC Proveedores
VITALGIA 25, 000 I.M,927,50.00,35.00,92700,10,ANTIHISTAMINICO,ABC Proveedores
VITAMINA A AP 25000UI,928,50.00,35.00,92800,10,ANTIHISTAMINICO,ABC Proveedores
VITAMINA B1 B6 I.M 3ml Lab.Bengochea,929,50.00,35.00,92900,10,ANTIHISTAMINICO,ABC Proveedores
VITAMINA C 500mg SABOR MANDARINA Lab. LA SANTE,930,50.00,35.00,93000,10,ANTIHISTAMINICO,ABC Proveedores
VITAMINA C 500mg SABOR NARANJA Lab. LA SANTE,931,50.00,35.00,93100,10,ANTIHISTAMINICO,ABC Proveedores
vitamina E 400 el mana PELO,932,50.00,35.00,93200,10,ANTIHISTAMINICO,ABC Proveedores
VITAMINA E 400 UI CP.,933,50.00,35.00,93300,10,ANTIHISTAMINICO,ABC Proveedores
VITASYM B12 CON GINSENG VIA ORAL,934,50.00,35.00,93400,10,ANTIHISTAMINICO,ABC Proveedores
VIUSID,935,50.00,35.00,93500,10,ANTIHISTAMINICO,ABC Proveedores
XINATOS JRB,936,50.00,35.00,93600,10,ANTIHISTAMINICO,ABC Proveedores
ZANATE 3O ml DELTRAMETINA 0.219mg/ml Lab. RAMOS,937,50.00,35.00,93700,10,ANTIHISTAMINICO,ABC Proveedores
ZANEXIN 75mg,938,50.00,35.00,93800,10,ANTIHISTAMINICO,ABC Proveedores
ZEPOL  10g,939,50.00,35.00,93900,10,ANTIHISTAMINICO,ABC Proveedores
ZEPOL 30G,940,50.00,35.00,94000,10,ANTIHISTAMINICO,ABC Proveedores
ZEPOL INFANTIL RESFRIOS,941,50.00,35.00,94100,10,ANTIHISTAMINICO,ABC Proveedores
ZEPOL INHALADOR NASAL 1ml,942,50.00,35.00,94200,10,ANTIHISTAMINICO,ABC Proveedores
ZEPOL MUSCULAR CREMA 30g,943,50.00,35.00,94300,10,ANTIHISTAMINICO,ABC Proveedores
ZEPOL MUSCULAR CREMA 60g,944,50.00,35.00,94400,10,ANTIHISTAMINICO,ABC Proveedores
ZEPOL RESFRIOS 60g,945,50.00,35.00,94500,10,ANTIHISTAMINICO,ABC Proveedores
ZEPOL RESFRIOS 90g,946,50.00,35.00,94600,10,ANTIHISTAMINICO,ABC Proveedores
